文本,来源,uId,结果
一勺飞天,,681404c22e47811b2ce2b7ca1eeeeec5,通过
wo丶旳丶約丶�丶錠丶,,0d0253637a0aea17615ba92f48531bc6,通过
刘海柱搓背师傅,,7fd67320a374c1f34ddeffbf136bc74c,通过
咋羽水仙,,0e912e36597cce3df27a969936283e3f,通过
南阳布衣丶,,65a8b93f6c06bd51370cf633aa99d333,通过
吕奉先,,d904932f68d90bbbe25e7762a770c166,通过
少林棍法早s早托生哥谭小丑儿,,f157d96f58233b759c28509c7e58949c,通过
一勺飞天,,681404c22e47811b2ce2b7ca1eeeeec5,通过
诸诸爱冲浪呀,,f00d0a4bf7eff8a68061c8417879c0c2,通过
四季稻一季稻五季稻二季稻郭老太香米,,49374e073f3fbe399667ac2f4e31ace1,通过
老铁救下还是那人,,e541890f75f284b80b451095e24bfc99,通过
需要保护的鱼,,84a8dbe91d1f43916a8f4813b6a3c1f7,通过
二秒吕布,,fc85ff7984f854b1b2ac1029a332ac49,通过
洋洋冷冷遥遥宸宸,,a3b4479e9f4b55044835dc6544423c67,通过
露露丽桑卓亚托克斯布隆,,99c4081e2852f633d769d330d7ca3bc8,通过
凉拌黄瓜散尿牛丸,,46b20b89f70620b2d69a5cec0edf3acc,通过
眩晕泥,,e572848588664e70b75f8cd9d9283338,通过
爱进美人阴,,94280620a87e7f5437e7ffdfdb591b67,通过
Toobad,,0f7d53a1117ca3f6b4899cd9ae26ed62,通过
爱进美人阴,,94280620a87e7f5437e7ffdfdb591b67,通过
万法归一天雷真君落樱神斧电积恶魂,,987ac8011d9b626f03f9ea685dd40931,通过
遥遥宸宸冷冷洋洋,,a3b4479e9f4b55044835dc6544423c67,通过
动作片导演动作片指导动作片演员动作片道具,,a132d4f717249cbf1a0f62f179d67c8b,通过
怜鸿猷成梦,,2f34be2e94f7dd7118b53080a1725a2c,通过
凉拌黄瓜散尿牛丸,,46b20b89f70620b2d69a5cec0edf3acc,通过
夜探桃源洞,,7eee1c8ac6bc80a9ad8fed307835fb49,通过
散尿牛丸凉拌黄瓜,,46b20b89f70620b2d69a5cec0edf3acc,通过
这吕布真脆,,66d8c8b50c8e3beb840749e2bf331bfe,通过
接化发不讲武德大意了没有闪,,453c5e670351d1049783ac921a062790,通过
君不见天上来奔流到海黄河之水不复回,,0241e685b34505c72cb643ce2132d1bd,通过
天蓝见云水清见鱼海深见鲸林深见鹿梦醒见你,,b927795f7da8cdc716078351164c3c45,通过
鸡石更了咬,qcloud,be1766538352132586868316aaeafc64,不通过
一花大老婆四叶四老婆五月小老婆,,28ec882240e66689ab908b9ebb9a9b59,通过
金秀贤,,e74c293c82593596094771eea4dbdad7,通过
诸诸爱冲浪呀,,f00d0a4bf7eff8a68061c8417879c0c2,通过
MiniDiva来点作用啊我队友呢,,57f6905ff8a43577275d07d567c11751,通过
美羊羊我爱你这一发叫思念,,62756f6c340ca9f2c9e750832ae84e97,通过
一梦一缭乱一箭一轻安一耶一菩提,,d48481174fe9fa8150935168acd3a31f,通过
活到最后100开局去世100流血免疫100冰冻免疫100被控几率100,platform,5108b320af89b6e8296619bdf75ae335,不通过
给零氪鱼绝育零氪鱼肆权加信手斬龍手打零氪鱼丸九霄寒,,324d5a56eb16577a3769bfec3d1cc7c9,通过
后厨师傅,,ab1c40e71552b6963db87f79347a610f,通过
啊啊烫烫烫烫我这么厚的盾活到最后挨揍,,dd9346d87231d16c7d595e48c46d3f09,通过
對酒當歌,,93450120659d3555862b14ffebcee18c,通过
眩晕泥,,e572848588664e70b75f8cd9d9283338,通过
此用户已成仙,,e545781fefc08a7a2fd5d80ad782466a,通过
對酒當歌,,93450120659d3555862b14ffebcee18c,通过
真就不如我,,c70e2da43cda24dc7cdc4bba36d898bf,通过
嘎了我求你了,qcloud,700572299a95759e5afc09cf53dd811b,不通过
索你女友命大傻春父母双亡,qcloud,04f2e006145d5f09bf2f12a1880d2801,不通过
在下吕小布,,395073d02cb9f7ba18f392e99912f2cf,通过
南阳布衣丶,,65a8b93f6c06bd51370cf633aa99d333,通过
錠丶約丶旳丶�丶wo丶,,0d0253637a0aea17615ba92f48531bc6,通过
打我啊暴击啊别被控啊,,1bbc63c9626e3607ca1824c918634181,通过
没射在里面就做了一次只是帮我口没睡在一起真是我妹妹,qcloud,c9bd0eea17c25aad16d8e16e83fc2e70,不通过
白给将军罪该vans姬你胎沒,,a932eda3d88ddeb63a928e3e66ae51e3,通过
水清见鱼海深见鲸梦醒见你天蓝见云林深见鹿,,b927795f7da8cdc716078351164c3c45,通过
这一发叫思念美羊羊我爱你,,62756f6c340ca9f2c9e750832ae84e97,通过
九霄寒信手斬龍给零氪鱼绝育手打零氪鱼丸零氪鱼肆权加,,324d5a56eb16577a3769bfec3d1cc7c9,通过
只是帮我口就做了一次没射在里面真是我妹妹没睡在一起,qcloud,c9bd0eea17c25aad16d8e16e83fc2e70,不通过
吕奉先,,d904932f68d90bbbe25e7762a770c166,通过
人间清流,,2c61924c1c2ba18fc145cf31baf253a7,通过
1605瑜1605慈1605坚1605策,,fe44278d4757d6bb68108ac5c139a4d5,通过
需要保护的鱼,,84a8dbe91d1f43916a8f4813b6a3c1f7,通过
我这么厚的盾啊啊烫烫烫烫活到最后挨揍,,dd9346d87231d16c7d595e48c46d3f09,通过
IU不错哟jennierosejisooLalisa,,724564c083c89b36176c2f2069e17268,通过
金秀贤,,e74c293c82593596094771eea4dbdad7,通过
寸地尺天潘多拉魔盒迈阿密风云殿堂级肥臀,,b54de51bad5a5ebe2fd938786b87a766,通过
电积恶魂天雷真君万法归一落樱神斧,,987ac8011d9b626f03f9ea685dd40931,通过
平天大圣佐罗,,feb5b552cb55812bad21557da18bc2df,通过
哥哥今晚好棒今晚睡五个王子请吃饭提裤子跑路公主请吃席,,83e6fcadfcc7168bd09c69b12d30e368,通过
零氪鱼肆权加给零氪鱼绝育信手斬龍手打零氪鱼丸九霄寒,,324d5a56eb16577a3769bfec3d1cc7c9,通过
凉拌黄瓜散尿牛丸,,46b20b89f70620b2d69a5cec0edf3acc,通过
不复回奔流到海天上来黄河之水君不见,,0241e685b34505c72cb643ce2132d1bd,通过
少林棍法哥谭小丑儿早s早托生,,f157d96f58233b759c28509c7e58949c,通过
四叶四老婆五月小老婆一花大老婆,,28ec882240e66689ab908b9ebb9a9b59,通过
不是孙策不是公孙瓒不是周瑜不是孙坚,,ooslZs0w_9o0bi_o0h7_y-aAB0ck,通过
book思议,,41d82bf644b73bdb558e2a546d74b4ad,通过
咋羽水仙,,0e912e36597cce3df27a969936283e3f,通过
旳丶wo丶約丶�丶錠丶,,0d0253637a0aea17615ba92f48531bc6,通过
这吕布真脆,,66d8c8b50c8e3beb840749e2bf331bfe,通过
村夫给点力,,0690a1443d2d24d74eda0575d4cc189b,通过
不讲武德接化发大意了没有闪,,453c5e670351d1049783ac921a062790,通过
后厨师傅,,ab1c40e71552b6963db87f79347a610f,通过
咸鱼不加盐鲨鱼不吃鱼麋鹿不迷路酒神不沾酒路飞不会飞,,659eea2064bfb752585092d743d02a54,通过
鸡石更了咬,qcloud,be1766538352132586868316aaeafc64,不通过
一季稻二季稻四季稻五季稻郭老太香米,,49374e073f3fbe399667ac2f4e31ace1,通过
梦醒见你海深见鲸水清见鱼林深见鹿天蓝见云,,b927795f7da8cdc716078351164c3c45,通过
二秒吕布,,fc85ff7984f854b1b2ac1029a332ac49,通过
佐罗平天大圣,,feb5b552cb55812bad21557da18bc2df,通过
天上来君不见奔流到海黄河之水不复回,,0241e685b34505c72cb643ce2132d1bd,通过
搓背师傅刘海柱,,7fd67320a374c1f34ddeffbf136bc74c,通过
眩晕泥,,e572848588664e70b75f8cd9d9283338,通过
天水姜伯约,,5e17e83434d610003d814b89824a5937,通过
wo丶�丶旳丶約丶錠丶,,0d0253637a0aea17615ba92f48531bc6,通过
對酒當歌,,93450120659d3555862b14ffebcee18c,通过
早s早托生哥谭小丑儿少林棍法,,f157d96f58233b759c28509c7e58949c,通过
人间清流,,2c61924c1c2ba18fc145cf31baf253a7,通过
此用户已成仙,,e545781fefc08a7a2fd5d80ad782466a,通过
公孙我先献祭别锤我锤公孙吕布快秒他鸭甄姬快解控鸭诸葛快控他鸭,platform,6475dee9535bd00634cb052ed51f204d,不通过
水清见鱼天蓝见云海深见鲸林深见鹿梦醒见你,,b927795f7da8cdc716078351164c3c45,通过
旳丶約丶錠丶wo丶�丶,,0d0253637a0aea17615ba92f48531bc6,通过
郭老太香米五季稻四季稻二季稻一季稻,,49374e073f3fbe399667ac2f4e31ace1,通过
唐玄奘诸葛亮卷帘大君孙坚,,0f58a9d573a338ca303fafa519a21329,通过
早s早托生少林棍法哥谭小丑儿,,f157d96f58233b759c28509c7e58949c,通过
人间清流,,2c61924c1c2ba18fc145cf31baf253a7,通过
愿者上钩巴神狐假虎威月上眉梢火舞坐等红杏大门玉面书生千鹤,qcloud,248615a7971cd5d208b55a3febffca8b,不通过
别急我先动瑜你快动一下亮我动一下动什么快点我去了你们动,,a5fe0d457dfe6eaa13e02274dac2dbbc,通过
MiniDiva我队友呢来点作用啊,,57f6905ff8a43577275d07d567c11751,通过
君不见黄河之水天上来奔流到海不复回,,0241e685b34505c72cb643ce2132d1bd,通过
一天俩猪蹄,,d0ece0fdf55769b68ceb64fd89e0052b,通过
泡泡dragon双枪贝吉塔我还能解控控一下秋秋辣joker五月,,048ae50b02eb1b5481db1ab6d5200913,通过
太小塞不进我要超大号,,33d958afe2002c3373dc138032b498fd,通过
魔都灬卧龙魔都灬伯圭魔都灬嫦娥魔都灬判官魔都灬奉先,,24d3bd84db25f25569d686c9ca64ad68,通过
夜探桃源洞,,7eee1c8ac6bc80a9ad8fed307835fb49,通过
真就不如我,,c70e2da43cda24dc7cdc4bba36d898bf,通过
二秒吕布,,fc85ff7984f854b1b2ac1029a332ac49,通过
吕奉先,,d904932f68d90bbbe25e7762a770c166,通过
呀诸诸爱冲浪,,f00d0a4bf7eff8a68061c8417879c0c2,通过
村夫给点力,,0690a1443d2d24d74eda0575d4cc189b,通过
活到最后挨揍我这么厚的盾啊啊烫烫烫烫,,dd9346d87231d16c7d595e48c46d3f09,通过
金秀贤,,e74c293c82593596094771eea4dbdad7,通过
这吕布真脆,,66d8c8b50c8e3beb840749e2bf331bfe,通过
双枪贝吉塔控一下秋秋辣泡泡dragon我还能解控joker五月,,048ae50b02eb1b5481db1ab6d5200913,通过
美羊羊我爱你这一发叫思念,,62756f6c340ca9f2c9e750832ae84e97,通过
遥遥冷冷洋洋宸宸,,a3b4479e9f4b55044835dc6544423c67,通过
怜鸿猷成梦,,2f34be2e94f7dd7118b53080a1725a2c,通过
别再控了快秒我别秒我了伪牛魔王根本动不了,,d9da9eec534a7f27bb29615c5dae0a05,通过
大意了没有闪接化发不讲武德,,453c5e670351d1049783ac921a062790,通过
宸宸遥遥冷冷洋洋,,a3b4479e9f4b55044835dc6544423c67,通过
质能转换造物绝对热点神话吕布世藏地佛绝对零度,,607d26d62ae6ff83c32d45d4ebcee733,通过
接化发大意了没有闪不讲武德,,453c5e670351d1049783ac921a062790,通过
这一发叫思念美羊羊我爱你,,62756f6c340ca9f2c9e750832ae84e97,通过
电积恶魂落樱神斧天雷真君万法归一,,987ac8011d9b626f03f9ea685dd40931,通过
父母双亡索你女友命大傻春,qcloud,04f2e006145d5f09bf2f12a1880d2801,不通过
眩晕泥,,e572848588664e70b75f8cd9d9283338,通过
凉拌黄瓜散尿牛丸,,46b20b89f70620b2d69a5cec0edf3acc,通过
万山萝卜的跌乱世的跌MCU的跌我就在这的跌快鱼的跌,,93d8818eb971342b91ad14001b840f48,通过
不讲武德接化发大意了没有闪,,453c5e670351d1049783ac921a062790,通过
一天俩猪蹄,,d0ece0fdf55769b68ceb64fd89e0052b,通过
路飞不会飞麋鹿不迷路鲨鱼不吃鱼酒神不沾酒咸鱼不加盐,,659eea2064bfb752585092d743d02a54,通过
满嘴跑火车满嘴顺口溜,,122d40f265fc26f37e85de4391d17946,通过
我队友呢来点作用啊MiniDiva,,57f6905ff8a43577275d07d567c11751,通过
吥平生不好斗布平生好解斗,,1527654785820192263a8661608559f6,通过
眩晕泥,,e572848588664e70b75f8cd9d9283338,通过
后厨师傅,,ab1c40e71552b6963db87f79347a610f,通过
南阳布衣丶,,65a8b93f6c06bd51370cf633aa99d333,通过
金秀贤,,e74c293c82593596094771eea4dbdad7,通过
一天俩猪蹄,,d0ece0fdf55769b68ceb64fd89e0052b,通过
在下吕小布,,395073d02cb9f7ba18f392e99912f2cf,通过
我兔子呢煎个蛋吧老吕对面怒了小飞棍来喽忍一下就两枪,,952ca0f0ba63571b4654da991a842d37,通过
夜探桃源洞,,7eee1c8ac6bc80a9ad8fed307835fb49,通过
真是我妹妹没睡在一起只是帮我口就做了一次没射在里面,qcloud,c9bd0eea17c25aad16d8e16e83fc2e70,不通过
joker五月我还能解控泡泡dragon控一下秋秋辣双枪贝吉塔,,048ae50b02eb1b5481db1ab6d5200913,通过
哥哥太棒了这是谁的爱将,,b10ba5fd495b3fe5e6453ccdfbd67e10,通过
索你女友命大傻春父母双亡,qcloud,04f2e006145d5f09bf2f12a1880d2801,不通过
天上来奔流到海不复回君不见黄河之水,,0241e685b34505c72cb643ce2132d1bd,通过
9891,platform,830fffbe5f62379b63f2c9b84610d76b,不通过
瑜你快动一下别急我先动亮我动一下动什么快点我去了你们动,,a5fe0d457dfe6eaa13e02274dac2dbbc,通过
book思议,,41d82bf644b73bdb558e2a546d74b4ad,通过
LalisarosejenniejisooIU不错哟,,724564c083c89b36176c2f2069e17268,通过
武侯派,,5d5388426869bd5fd60c225630764ad9,通过
神探狄仁杰,,21a317a33836b71db54c51caf652f655,通过
月上眉梢火舞玉面书生千鹤狐假虎威坐等红杏大门愿者上钩巴神,,248615a7971cd5d208b55a3febffca8b,通过
法号悟空,,c25f92741d6f83be73a579470268f073,通过
天雷真君万法归一电积恶魂落樱神斧,,987ac8011d9b626f03f9ea685dd40931,通过
哥哥太棒了这是谁的爱将,,b10ba5fd495b3fe5e6453ccdfbd67e10,通过
忍一下就两枪老吕对面怒了煎个蛋吧小飞棍来喽我兔子呢,,952ca0f0ba63571b4654da991a842d37,通过
神探狄仁杰,,21a317a33836b71db54c51caf652f655,通过
法号悟空,,c25f92741d6f83be73a579470268f073,通过
一勺飞天,,681404c22e47811b2ce2b7ca1eeeeec5,通过
四季稻五季稻郭老太香米一季稻二季稻,,49374e073f3fbe399667ac2f4e31ace1,通过
此用户已成仙,,e545781fefc08a7a2fd5d80ad782466a,通过
泡泡dragon我还能解控joker五月双枪贝吉塔控一下秋秋辣,,048ae50b02eb1b5481db1ab6d5200913,通过
吕奉先,,d904932f68d90bbbe25e7762a770c166,通过
月上眉梢火舞狐假虎威愿者上钩巴神玉面书生千鹤坐等红杏大门,qcloud,248615a7971cd5d208b55a3febffca8b,不通过
